id,latitude,longitude,stop name,bus route number,bus route name
8502689138,30.6209624,-96.3380758,Wisenbaker,47,RELLIS
8502689138,30.6209624,-96.3380758,Wisenbaker,04,Gig Em
8502689138,30.6209624,-96.3380758,Wisenbaker,01/04,Nights & Weekends
8502689138,30.6209624,-96.3380758,Wisenbaker,47/48,Nights & Weekends
8502689138,30.6209624,-96.3380758,Wisenbaker,07,Airport
8502689139,30.6197644,-96.338375,Ross and Bizzell,04,Gig Em
8502689139,30.6197644,-96.338375,Ross and Bizzell,01/04,Nights & Weekends
8502689139,30.6197644,-96.338375,Ross and Bizzell,01,Bonfire
8502689140,30.6197714,-96.3381593,Ross and Bizzell,04,Gig Em
8502689140,30.6197714,-96.3381593,Ross and Bizzell,01/04,Nights & Weekends
8502689140,30.6197714,-96.3381593,Ross and Bizzell,01,Bonfire
9460150719,30.6163865,-96.3431134,Fish Pond,47,RELLIS
9460150719,30.6163865,-96.3431134,Fish Pond,15,Old Army
9460150719,30.6163865,-96.3431134,Fish Pond,01/04,Nights & Weekends
9460150719,30.6163865,-96.3431134,Fish Pond,01,Bonfire
9460150719,30.6163865,-96.3431134,Fish Pond,47/48,Nights & Weekends
9461821084,30.6178618,-96.3544866,Transit,47,RELLIS
9461821084,30.6178618,-96.3544866,Transit,06,12th Man
9461821084,30.6178618,-96.3544866,Transit,47/48,Nights & Weekends
9461821085,30.6177947,-96.354617,Transit,47,RELLIS
9461821085,30.6177947,-96.354617,Transit,06,12th Man
9461821085,30.6177947,-96.354617,Transit,47/48,Nights & Weekends
9461821086,30.6198549,-96.3563078,Facilities Services,47,RELLIS
9461821086,30.6198549,-96.3563078,Facilities Services,06,12th Man
9461821086,30.6198549,-96.3563078,Facilities Services,47/48,Nights & Weekends
9461821087,30.6197672,-96.3564131,Facilities Services,47,RELLIS
9461821087,30.6197672,-96.3564131,Facilities Services,06,12th Man
9461821087,30.6197672,-96.3564131,Facilities Services,47/48,Nights & Weekends
9461821088,30.6172668,-96.3641777,Turf Lab,47,RELLIS
